Student_ID,Q1_Matric_Subject,Q2_Intermediate_Program,Q3_Grade_Bucket,Q4_Math_Aptitude,Q5_Verbal_Skills,Q6_Creative_Interest,Q7_Tech_Orientation,Q8_Study_Duration,Q9_Work_Environment,Q10_Career_Track
469,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
470,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),3,2,4,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
471,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),2,4,3,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
472,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,5,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
473,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
474,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
475,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,4,2,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
476,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),5,3,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
477,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),5,4,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
478,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),2,5,3,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
479,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,4,2,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
480,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),1,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
481,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),3,4,3,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
482,Science with Biology,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,2,3,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
483,Science with Biology,FA / Humanities,70% – 80% (A Grade),3,5,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
484,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),1,5,4,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
485,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,3,4,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
486,Science with Biology,FA / Humanities,70% – 80% (A Grade),1,4,4,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
487,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),2,4,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
488,Arts / Humanities,FA / Humanities,Below 60% (C Grade or lower),1,5,5,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
489,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,4,4,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
490,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
491,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),2,5,2,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
492,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),2,3,4,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
493,Science with Biology,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),5,3,2,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
494,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),2,5,2,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
495,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),4,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
496,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,3,2,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
497,Arts / Humanities,FSc Pre-Engineering,70% – 80% (A Grade),2,5,3,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
498,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,4,3,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
499,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),5,4,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
500,Science with Biology,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),1,5,4,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
501,Science with Biology,I.Com (Commerce),60% – 70% (B Grade),2,5,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
502,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),3,3,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
503,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),2,3,3,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
504,Arts / Humanities,I.Com (Commerce),Above 80% (A-1 Grade),2,5,4,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
505,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
506,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,2,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
507,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),1,4,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
508,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),1,5,3,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
509,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),2,4,1,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
510,Arts / Humanities,ICS (Intermediate in Computer Science),70% – 80% (A Grade),2,4,5,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
511,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,1,3,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
512,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),4,2,3,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
513,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,2,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
514,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),1,4,4,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
515,Science with Biology,FA / Humanities,60% – 70% (B Grade),3,4,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
516,Science with Biology,I.Com (Commerce),60% – 70% (B Grade),1,4,4,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
517,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,5,5,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
518,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,3,5,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
519,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
520,Arts / Humanities,FSc Pre-Medical,70% – 80% (A Grade),1,5,4,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
521,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),3,2,1,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
522,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,2,2,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
523,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),4,2,3,4,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
524,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,1,2,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
525,Arts / Humanities,FA / Humanities,Below 60% (C Grade or lower),4,2,3,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
526,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,4,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
527,Science with Biology,FA / Humanities,Above 80% (A-1 Grade),1,4,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
528,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
529,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,3,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
530,Arts / Humanities,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,3,4,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
531,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,3,3,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
532,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),4,5,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
533,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),1,5,2,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
534,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),5,3,3,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
535,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),3,4,3,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
536,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,1,4,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
537,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),5,2,1,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
538,Science with Biology,FA / Humanities,Above 80% (A-1 Grade),2,5,5,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
539,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),4,2,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
540,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),2,5,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
541,Science with Biology,I.Com (Commerce),Above 80% (A-1 Grade),2,4,4,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
542,Arts / Humanities,FSc Pre-Engineering,70% – 80% (A Grade),1,5,2,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
543,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),3,4,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
544,Science with Computer Science,FA / Humanities,60% – 70% (B Grade),4,3,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
545,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),3,4,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
546,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),4,5,2,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
547,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),4,5,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
548,Science with Computer Science,I.Com (Commerce),Below 60% (C Grade or lower),2,2,2,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
549,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),1,5,5,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
550,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),1,5,2,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
551,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
552,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),1,3,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
553,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),5,2,4,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
554,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),2,5,5,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
555,Arts / Humanities,FA / Humanities,Below 60% (C Grade or lower),2,4,4,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
556,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),4,5,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
557,Arts / Humanities,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),3,2,4,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
558,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),1,4,4,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
559,Science with Biology,FA / Humanities,60% – 70% (B Grade),1,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
560,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),5,3,3,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
561,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,3,4,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
562,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,2,2,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
563,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),4,3,1,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
564,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),3,1,2,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
565,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),4,2,2,4,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
566,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,3,2,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
567,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
568,Arts / Humanities,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),2,3,2,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
569,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,4,3,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
570,Arts / Humanities,FSc Pre-Medical,70% – 80% (A Grade),2,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
571,Science with Biology,ICS (Intermediate in Computer Science),60% – 70% (B Grade),1,2,4,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
572,Arts / Humanities,FSc Pre-Medical,Above 80% (A-1 Grade),2,5,4,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
573,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,5,5,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
574,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),1,1,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
575,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),4,3,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
576,Arts / Humanities,FA / Humanities,Below 60% (C Grade or lower),1,5,5,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
577,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,3,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
578,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),3,3,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
579,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),2,5,4,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
580,Science with Biology,FA / Humanities,70% – 80% (A Grade),1,5,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
581,Science with Biology,FA / Humanities,Above 80% (A-1 Grade),1,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
582,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,3,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
583,Science with Biology,FA / Humanities,70% – 80% (A Grade),3,5,1,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
584,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,2,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
585,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),3,5,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
586,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,5,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
587,Arts / Humanities,FA / Humanities,Below 60% (C Grade or lower),4,2,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
588,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),3,4,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
589,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),3,3,3,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
590,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,4,1,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
591,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),5,3,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
592,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,2,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
593,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
594,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),3,3,4,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
595,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,5,4,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
596,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),3,4,3,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
597,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),4,3,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
598,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,3,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
599,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),3,2,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
600,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
601,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,3,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
602,Arts / Humanities,I.Com (Commerce),60% – 70% (B Grade),3,2,3,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
